,id,metadata_type,indicator_code,indicator_name,definition_concept,benefit,additional_information,interpretation,full_content
372,392,indikator,568,Angka Partisipasi Murni (APM),"Proporsi dari penduduk kelompok usia sekolah tertentu yang sedang bersekolah tepat di jenjang pendidikan yang seharusnya (sesuai antara umur penduduk dengan ketentuan usia bersekolah di jenjang tersebut) terhadap penduduk kelompok usia sekolah yang bersesuain. Sejak tahun 2007, Pendidikan Non Formal (Paket A, Paket B, Paket C) turut diperhitungkan","- Untuk menunjukkan seberapa besar penduduk yang bersekolah tepat waktu, atau menunjukkan seberapa besar penduduk yang bersekolah dengan umur yang sesuai dengan ketentuan kelompok usia sekolah di jenjang pendidikan yang sedang ditempuh",-,"Nilai APM berkisar antara 0-100. APM menunjukkan seberapa banyak penduduk usia sekolah yang sudah dapat memanfaatkan fasilitas pendidikan sesuai pada jenjang pendidikannya. Bila seluruh anak usia sekolah dapat bersekolah tepat waktu, maka APM akan mencapai 100 persen.
Secara umum, APM akan selalu lebih rendah dari APK karena APK memperhitungkan jumlah penduduk di luar usia sekolah pada jenjang pendidikan yang bersangkutan
Contoh:
APM SMP Kabupaten Deli Serdang Tahun 2013 sebesar 64,71 persen, artinya sekitar 65 persen penduduk di Kabupaten Deli Serdang yang berusia 13-15 tahun bersekolah tepat waktu dijenjang SMP/sederajad","Nama indikator : Angka Partisipasi Murni (APM).

Konsep definisi : Proporsi dari penduduk kelompok usia sekolah tertentu yang sedang bersekolah tepat di jenjang pendidikan yang seharusnya (sesuai antara umur penduduk dengan ketentuan usia bersekolah di jenjang tersebut) terhadap penduduk kelompok usia sekolah yang bersesuain. Sejak tahun 2007, Pendidikan Non Formal (Paket A, Paket B, Paket C) turut diperhitungkan.

Manfaat : - Untuk menunjukkan seberapa besar penduduk yang bersekolah tepat waktu, atau menunjukkan seberapa besar penduduk yang bersekolah dengan umur yang sesuai dengan ketentuan kelompok usia sekolah di jenjang pendidikan yang sedang ditempuh.

Keterangan tambahan : -.

Interpretasi : Nilai APM berkisar antara 0-100. APM menunjukkan seberapa banyak penduduk usia sekolah yang sudah dapat memanfaatkan fasilitas pendidikan sesuai pada jenjang pendidikannya. Bila seluruh anak usia sekolah dapat bersekolah tepat waktu, maka APM akan mencapai 100 persen.
Secara umum, APM akan selalu lebih rendah dari APK karena APK memperhitungkan jumlah penduduk di luar usia sekolah pada jenjang pendidikan yang bersangkutan
Contoh:
APM SMP Kabupaten Deli Serdang Tahun 2013 sebesar 64,71 persen, artinya sekitar 65 persen penduduk di Kabupaten Deli Serdang yang berusia 13-15 tahun bersekolah tepat waktu dijenjang SMP/sederajad."
373,393,indikator,569,Angka Partisipasi Sekolah (APS),"Proporsi dari penduduk kelompok usia sekolah tertentu yang sedang bersekolah (tanpa memandang jenjang pendidikan yang ditempuhi) terhadap penduduk kelompok usia sekolah yang bersesuaian. Sejak tahun 2007, Pendidikan Non Formal (Paket A, Paket B, dan Paket C) turut diperhitungkan",Untuk mengetahui seberapa banyak penduduk usia sekolah yang sudah memanfaatkan fasilitas pendidikan,-,"Nilai APS berkisar antara 0-100. Makin tinggi APS berarti makin banyak anak usia sekolah yang bersekolah di suatu daerah. APS yang tinggi menunjukkan terbukanya peluang yang lebih besar dalam mengakses pendidikan secara umum. Pada kelompok kelompok umur mana peluang tersebut terjadi dapat dilihat dari besarnya APS pada setiap kelompok umur.
Contoh:
APS 7-12 tahun Kabupaten Ketapang Tahun 2013 sebesar 95,44 persen, artinya sekitar 95 persen penduduk berusia 7-12 tahun di Kabupaten Ketapang sedang bersekolah","Nama indikator : Angka Partisipasi Sekolah (APS).

Konsep definisi : Proporsi dari penduduk kelompok usia sekolah tertentu yang sedang bersekolah (tanpa memandang jenjang pendidikan yang ditempuhi) terhadap penduduk kelompok usia sekolah yang bersesuaian. Sejak tahun 2007, Pendidikan Non Formal (Paket A, Paket B, dan Paket C) turut diperhitungkan.

Manfaat : Untuk mengetahui seberapa banyak penduduk usia sekolah yang sudah memanfaatkan fasilitas pendidikan.

Keterangan tambahan : -.

Interpretasi : Nilai APS berkisar antara 0-100. Makin tinggi APS berarti makin banyak anak usia sekolah yang bersekolah di suatu daerah. APS yang tinggi menunjukkan terbukanya peluang yang lebih besar dalam mengakses pendidikan secara umum. Pada kelompok kelompok umur mana peluang tersebut terjadi dapat dilihat dari besarnya APS pada setiap kelompok umur.
Contoh:
APS 7-12 tahun Kabupaten Ketapang Tahun 2013 sebesar 95,44 persen, artinya sekitar 95 persen penduduk berusia 7-12 tahun di Kabupaten Ketapang sedang bersekolah."
374,394,indikator,570,Inflasi,Inflasi adalah persentase tingkat kenaikan harga sejumlah barang dan jasa yang secara umum dikonsumsi rumah tangga. ,"- Indeksasi upah dan tunjangan gaji pegawai (Wage-Indexation).
- Penyesuaian Nilai Kontrak (Contractual Payment).
- Eskalasi Nilai Proyek (Project Escalation).
- Penentuan target Inflasi (Inflation Targeting).
- Indeksasi Anggaran Pendapatan dan Belanja Negara (Budget Indexation).
- Sebagai pembagi PDB, PDRB (GDP Deflator).
- Sebagai proksi perubahan biaya hidup (proxy of cost of living).
- Indikator dini tingkat bunga, valas, dan indeks harga saham.",Indeks Harga Konsumen (IHK) atau biasa disebut juga Consumer Price Index (ICP) secara sederhana merupakan perbandingan antara harga suatu paket komoditas dari suatu kelompok barang atau jasa (market basket) pada suatu periode tertentu terhadap harganya pada periode waktu yang telah ditentukan (tahun dasar). Jadi IHK/CPI ini mengubah harga berbagai barang dan jasa menjadi sebuah indek tunggal yang mengukur seluruh tingkat harga.,"Resultante (rata-rata tertimbang) dari perubahan harga semacam barang dan jasa tersebut, pada suatu selang waktu tertentu disebut inflasi apabila naik, dan deflasi apabila turun. Misalkan, Indeks 110 berarti telah terjadi peningkatan 10 persen dalam harga sejak periode tahun dasar. Demikian pula halnya dengan angka indeks 90 berarti terjadi penurunan harga sebesar 10 persen dibandingkan dengan rata-rata harga pada tahun dasar.","Nama indikator : Inflasi.

Konsep definisi : Inflasi adalah persentase tingkat kenaikan harga sejumlah barang dan jasa yang secara umum dikonsumsi rumah tangga. .

Manfaat : - Indeksasi upah dan tunjangan gaji pegawai (Wage-Indexation).
- Penyesuaian Nilai Kontrak (Contractual Payment).
- Eskalasi Nilai Proyek (Project Escalation).
- Penentuan target Inflasi (Inflation Targeting).
- Indeksasi Anggaran Pendapatan dan Belanja Negara (Budget Indexation).
- Sebagai pembagi PDB, PDRB (GDP Deflator).
- Sebagai proksi perubahan biaya hidup (proxy of cost of living).
- Indikator dini tingkat bunga, valas, dan indeks harga saham.

Keterangan tambahan : Indeks Harga Konsumen (IHK) atau biasa disebut juga Consumer Price Index (ICP) secara sederhana merupakan perbandingan antara harga suatu paket komoditas dari suatu kelompok barang atau jasa (market basket) pada suatu periode tertentu terhadap harganya pada periode waktu yang telah ditentukan (tahun dasar). Jadi IHK/CPI ini mengubah harga berbagai barang dan jasa menjadi sebuah indek tunggal yang mengukur seluruh tingkat harga.

Interpretasi : Resultante (rata-rata tertimbang) dari perubahan harga semacam barang dan jasa tersebut, pada suatu selang waktu tertentu disebut inflasi apabila naik, dan deflasi apabila turun. Misalkan, Indeks 110 berarti telah terjadi peningkatan 10 persen dalam harga sejak periode tahun dasar. Demikian pula halnya dengan angka indeks 90 berarti terjadi penurunan harga sebesar 10 persen dibandingkan dengan rata-rata harga pada tahun dasar."
375,395,indikator,571,Angka Putus Sekolah (APTS),"Proporsi penduduk menurut kelompok usia sekolah yang sudah tidak bersekolah lagi atau yang tidak menamatkan suatu jenjang pendidikan tertentu terhadap jumlah penduduk yang pernah/sedang bersekolah pada kelompok usia sekolah yang bersesuaian. Adapun kelompok umur yang dimaksud adalah kelompok umur 7-12 tahun, 13-15 tahun, 16-18 tahun dan 19-24 tahun.","Untuk mengukur kemajuan pembangunan di bidang pendidikan dan untuk melihat keterjangkauan pendidikan maupun pemerataan pendidikan pada masing-masing kelompok umur (7-12, 13-15, 16-18 tahun dan 19-24 tahun)",-,"Semakin tinggi angka putus sekolah dapat mengindikasikan buruknya akses pendidikan.
Contoh:
APTS 7-12 tahun Provinsi Sulawesi Barat tahun 2012 sebesar 2,03 persen, artinya secara rata-rata dari 100 penduduk berusia 7-12 tahun yang sedang atau pernah bersekolah terdapat sekitar 2 orang yang putus sekolah.","Nama indikator : Angka Putus Sekolah (APTS).

Konsep definisi : Proporsi penduduk menurut kelompok usia sekolah yang sudah tidak bersekolah lagi atau yang tidak menamatkan suatu jenjang pendidikan tertentu terhadap jumlah penduduk yang pernah/sedang bersekolah pada kelompok usia sekolah yang bersesuaian. Adapun kelompok umur yang dimaksud adalah kelompok umur 7-12 tahun, 13-15 tahun, 16-18 tahun dan 19-24 tahun.

Manfaat : Untuk mengukur kemajuan pembangunan di bidang pendidikan dan untuk melihat keterjangkauan pendidikan maupun pemerataan pendidikan pada masing-masing kelompok umur (7-12, 13-15, 16-18 tahun dan 19-24 tahun).

Keterangan tambahan : -.

Interpretasi : Semakin tinggi angka putus sekolah dapat mengindikasikan buruknya akses pendidikan.
Contoh:
APTS 7-12 tahun Provinsi Sulawesi Barat tahun 2012 sebesar 2,03 persen, artinya secara rata-rata dari 100 penduduk berusia 7-12 tahun yang sedang atau pernah bersekolah terdapat sekitar 2 orang yang putus sekolah."
376,396,indikator,572,Rata-rata Lama Sekolah (MYS),Rata-rata Lama Sekolah (RLS)/ Mean Years School (MYS)  didefinisikan sebagai jumlah tahun yang digunakan oleh penduduk dalam menjalani pendidikan formal.,"RLS dapat digunakan untuk mengetahui kualitas pedididikan masyarakat dalam suatu wilayah.
","Penduduk yang tamat SD diperhitungkan lama sekolah selama 6 tahun, tamat SMP diperhitungkan lama sekolah selama 9 tahun, tamat SMA diperhitungkan lama sekolah selama 12 tahun tanpa memperhitungkan apakah pernah tinggal kelas atau tidak","RLS dapat digunakan untuk mengetahui tingkat pedididikan masyarakat dalam suatu wilayah. RLS Indonesia pada tahun 2016 sebesar 7,95 tahun. Artinya, secara rata-rata penduduk Indonesia yang berusia 25 tahun ke atas telah menempuh pendidikan selama 7,95 tahun atau hampir menamatkan kelas VIII.
","Nama indikator : Rata-rata Lama Sekolah (MYS).

Konsep definisi : Rata-rata Lama Sekolah (RLS)/ Mean Years School (MYS)  didefinisikan sebagai jumlah tahun yang digunakan oleh penduduk dalam menjalani pendidikan formal.

Manfaat : RLS dapat digunakan untuk mengetahui kualitas pedididikan masyarakat dalam suatu wilayah.
.

Keterangan tambahan : Penduduk yang tamat SD diperhitungkan lama sekolah selama 6 tahun, tamat SMP diperhitungkan lama sekolah selama 9 tahun, tamat SMA diperhitungkan lama sekolah selama 12 tahun tanpa memperhitungkan apakah pernah tinggal kelas atau tidak.

Interpretasi : RLS dapat digunakan untuk mengetahui tingkat pedididikan masyarakat dalam suatu wilayah. RLS Indonesia pada tahun 2016 sebesar 7,95 tahun. Artinya, secara rata-rata penduduk Indonesia yang berusia 25 tahun ke atas telah menempuh pendidikan selama 7,95 tahun atau hampir menamatkan kelas VIII.
."
377,397,indikator,573,Pendidikan yang Ditamatkan Penduduk Usia 15 tahun ke atas,Persentase penduduk usia 15 tahun ke atas menurut ijazah/STTB tertinggi yang dimiliki.,"-Mengetahui tingkat kualitas pendidikan penduduk dengan menggunakan jenjang pendidikan tertentu sebagai batasan minimalnya
- Sebagai bahan analisi pasar kerja",-,"Nilai angka tamat berkisar antara 0-100. Semakin tinggi ijazah/STTB yang dimiliki oleh sebagian besar penduduk suatu wilayah maka mencerminkan semakin tinggi taraf intelektualitas masyarakat di wilayah tersebut.
Contoh:
Di Kabupaten Bekasi tahun 2013, angka tamat SD sebesar 20,27 persen, angka tamat SMP sebesar 19,96 persen, angka tamat SM sebesar 34,81 persen, dan angka tamat PT sebesar sebesar 6,41 persen, artinya sebagian besar penduduk di Kabupaten Bekasi telah menamatkan jenjang pendidikan SM.","Nama indikator : Pendidikan yang Ditamatkan Penduduk Usia 15 tahun ke atas.

Konsep definisi : Persentase penduduk usia 15 tahun ke atas menurut ijazah/STTB tertinggi yang dimiliki.

Manfaat : -Mengetahui tingkat kualitas pendidikan penduduk dengan menggunakan jenjang pendidikan tertentu sebagai batasan minimalnya
- Sebagai bahan analisi pasar kerja.

Keterangan tambahan : -.

Interpretasi : Nilai angka tamat berkisar antara 0-100. Semakin tinggi ijazah/STTB yang dimiliki oleh sebagian besar penduduk suatu wilayah maka mencerminkan semakin tinggi taraf intelektualitas masyarakat di wilayah tersebut.
Contoh:
Di Kabupaten Bekasi tahun 2013, angka tamat SD sebesar 20,27 persen, angka tamat SMP sebesar 19,96 persen, angka tamat SM sebesar 34,81 persen, dan angka tamat PT sebesar sebesar 6,41 persen, artinya sebagian besar penduduk di Kabupaten Bekasi telah menamatkan jenjang pendidikan SM."
378,398,indikator,574,Luas Panen Tanaman Pangan,"Luas tanaman yang dipungut hasilnya setelah tanaman tersebut cukup umur dan hasilnya paling sedikit 11% dari keadaan normal. Khusus untuk jagung dan kedelai, luas tanaman yang dipanen adalah luas tanaman yang menghasilkan pipilan kering.","Mengetahui luas tanaman pangan (padi; jagung; kedelai; kacang tanah; kacang hijau; ubi kayu; ubi jalar) untuk digunakan dalam pengambilan kebijakan oleh pemerintah di sektor pertanian khususnya tanaman pangan.
",-,"-.
","Nama indikator : Luas Panen Tanaman Pangan.

Konsep definisi : Luas tanaman yang dipungut hasilnya setelah tanaman tersebut cukup umur dan hasilnya paling sedikit 11% dari keadaan normal. Khusus untuk jagung dan kedelai, luas tanaman yang dipanen adalah luas tanaman yang menghasilkan pipilan kering.

Manfaat : Mengetahui luas tanaman pangan (padi; jagung; kedelai; kacang tanah; kacang hijau; ubi kayu; ubi jalar) untuk digunakan dalam pengambilan kebijakan oleh pemerintah di sektor pertanian khususnya tanaman pangan.
.

Keterangan tambahan : -.

Interpretasi : -.
."
379,399,indikator,575,Rata-rata Harga Gabah,Harga gabah di tingkat petani dan di penggilingan menurut kualitas.,Referensi patokan pembelian gabah oleh Perum BULOG dalam rangka pengamanan cadangan beras.,-,"Rata-rata harga gabah menurut kualitas gabah di tingkat tertentu misalnya rata-rata harga gabah di tingkat petani kualitas GKG pada bulan Desember 2009 sebesar Rp. 3.079,73.","Nama indikator : Rata-rata Harga Gabah.

Konsep definisi : Harga gabah di tingkat petani dan di penggilingan menurut kualitas.

Manfaat : Referensi patokan pembelian gabah oleh Perum BULOG dalam rangka pengamanan cadangan beras.

Keterangan tambahan : -.

Interpretasi : Rata-rata harga gabah menurut kualitas gabah di tingkat tertentu misalnya rata-rata harga gabah di tingkat petani kualitas GKG pada bulan Desember 2009 sebesar Rp. 3.079,73."
380,401,indikator,581,Energi per Kapita,Jumlah total energi primer dibagi dengan jumlah penduduk.,Mengetahui besaran energi yang digunakan oleh setiap orang.,,Energi per Kapita menunjukkan banyaknya energi yang dikonsumsi oleh setiap penduduk.,"Nama indikator : Energi per Kapita.

Konsep definisi : Jumlah total energi primer dibagi dengan jumlah penduduk.

Manfaat : Mengetahui besaran energi yang digunakan oleh setiap orang.

Keterangan tambahan : .

Interpretasi : Energi per Kapita menunjukkan banyaknya energi yang dikonsumsi oleh setiap penduduk."
381,402,indikator,603,Tingkat prevalensi kontrasepsi (CPR),"Angka pemakaian kontrasepsi (CPR) adalah perbandingan antara PUS yang menjadi peserta KB aktif (peserta KB yang saat ini menggunakan salah satu alat kontrasepsi) dengan jumlah PUS, dinyatakan dalam persentase.","Indikator ini berguna untuk mengukur perbaikan kesehatan ibu melalui pengaturan kelahiran. Indikator ini juga digunakan sebagai proksi untuk mengukur akses terhadap pelayanan reproduksi kesehatan yang sangat esensial.
",,"-.
","Nama indikator : Tingkat prevalensi kontrasepsi (CPR).

Konsep definisi : Angka pemakaian kontrasepsi (CPR) adalah perbandingan antara PUS yang menjadi peserta KB aktif (peserta KB yang saat ini menggunakan salah satu alat kontrasepsi) dengan jumlah PUS, dinyatakan dalam persentase.

Manfaat : Indikator ini berguna untuk mengukur perbaikan kesehatan ibu melalui pengaturan kelahiran. Indikator ini juga digunakan sebagai proksi untuk mengukur akses terhadap pelayanan reproduksi kesehatan yang sangat esensial.
.

Keterangan tambahan : .

Interpretasi : -.
."
